Desplaz. [mm]	Fuerza [N]
184.251559	155.6
184.4	155.6
184.8	155.6
184.935466	155.6
185.2	155.6
185.4607115	156.4
185.6	157.2
186	157.2
186.387982	157.2
186.581656	157.9
186.7	157.9
187.0809919	157.9
187.2	157.9
187.5	157.9
187.9856564	159.5
188.0313811	159.5
188.4	159.5
188.5135855	159.5
188.8	160.0309052
189.1885646	160.2
189.443537	161
189.6	161
189.6	161
190	161
190.1102233	161.7
190.6	161.7
190.9	161.7
191.1914429	161.7
191.2	161.7
191.2099051	162.5
191.6	162.5
191.6767925	163.3
192.2152893	163.3
192.4	163.650382
192.6826485	164
192.8	164
192.8	164
193.4	164.2266969
193.6419248	164.8
193.8	165.5329443
194.2	165.6897186
194.4437279	166.3
194.5	166.3
194.743333	166.3
194.9	166.3
195.2655549	166.3
195.3	166.3
195.8	167.1
196.2330252	167.1
196.3	167.1
196.3	167.5589402
196.4064214	167.8
196.9	167.8
197.331939	168.6
197.410263	169.4
197.8	169.4
198.1386404	169.4
198.2918289	169.4
198.6	169.4
198.9451971	170.1
199	170.1
199.3149614	170.9
199.9411635	170.9
200	171.3854664
200.1983022	171.7
200.6	172.0093078
200.9499733	172.4
201.1	171.9745566
201.494162	171.7
201.6694512	172.4
201.9	173.0021385
202.3	173.2
202.3996978	173.2
202.6	173.2
202.930896	174
203.2	174
203.6	174
203.7624114	174
203.9512776	174.7
204.3	174.7
204.3	174.8043397
204.4751435	175.5
204.7	175.5
204.7	175.9939234
205.0908535	176.2
205.3	177
205.6	176.4365934
205.9	176.2
205.9	176.8944174
206.3	177
206.3388205	177
206.8	177
206.8	177
206.8	177.4410766
206.8770815	177.8
207.4672439	177.8
207.6	177.8
208	177.8
208.1338767	178.5
208.4	178.5
208.4	178.5
208.4627824	178.5
208.9	178.5208735
208.9383763	179.3
209.4	179.3
209.7	179.6916729
210	180.1
210.1399819	180.8
210.5	180.8
210.7751545	180.8
211.0674541	181.6
211.2	182.1718675
211.6	182.3
211.6	182.3
212.1	182.3
212.1	182.3
212.5850303	182.3
212.6	183.1
213	183.1
213.2744175	183.1
213.3	183.1
213.6879637	184.6
213.8547199	185.4
214.1	185.4
214.5551717	186.9
214.8818383	186.9
214.9	186.9
215.3	187.0843548
215.5624549	187.7
215.7	187.7
216.1544701	187.7
216.2	188.4
216.7	188.4
216.8968925	188.4
217	188.4
217.0709	188.4
217.4	188.4
217.4	188.843271
217.6370889	189.2
217.8	189.2
218.3	189.2613914
218.4536652	190
218.7076302	190
219	190
219.0517131	190
219.4	190
219.4	190.4830779
219.8571737	190.7
219.9	190.7
219.9	191.5
220.4254492	192.0579294
220.6	192.3
220.6	192.5709333
220.7087897	193
221.2357874	193
221.4	193
221.8241553	193.8
222.2825711	193.8
222.3	193.8
222.7	193.8
222.995855	193.8
223.1	194.5
223.5	194.5
223.7232825	195.3
224.0705716	195.3
224.3	195.3
224.3	195.9161807
224.7522034	196.1
224.9156741	196.1
225.1	196.1
225.1	196.1
225.4612092	196.1
225.5	196.8
226	196.8
226.2431126	196.8
226.3	196.8
226.3134577	197.6
226.8	197.6
226.9188875	197.6
227.2	198.8135134
227.6	199.1
227.6925178	199.1
228	199.1
228.1993608	199.9
228.4	200.7
228.8	200.7
229.3	200.7
229.3515316	201.4
229.7	201.4
230.1	201.5872995
230.3584395	202.2
230.4	202.2
230.8036198	202.9
230.9	202.9
231.3311512	202.9
231.6742041	202.9
231.7102189	202.9
232.1	202.9
232.2142587	202.9
232.5	202.9
232.8626409	202.9
232.9	202.9
233.3018883	204.5
233.486205	204.5
233.7	204.5
233.8704232	205.2
234.2	205.9315551
234.5	206
234.9869661	206.8
235.2810875	206.8
235.4	206.8
235.787888	206.8
235.9164694	206.8
236.1	206.8
236.1394391	206.8
236.6	206.8
236.7959839	208.3
237.2485305	208.3
237.4	208.6787153
237.7039097	209
237.8	209.8
238.2	209.8
238.4191975	209.8
238.6	210.5744658
239	210.6
239.0127055	210.6
239.5	210.6
239.8170898	210.6
239.9539544	210.6
240.2	210.6
240.2	211.3
240.7	211.3
240.8382146	211.3
241.1	211.952265
241.5	212.1
241.6461776	212.1
241.8	212.1
241.8	212.6658341
242.2546749	212.9
242.4686219	212.9
242.7	212.9
242.7653138	213.6
243.2	213.6
243.5	213.6
243.721436	214.4
243.9	214.4
