Desplaz. [mm]	Fuerza [N]
28.08	73.24
28.11426994	73.24
28.12	73.24
28.13085086	73.24
28.18	73.24
28.21	73.24
28.26196219	73.24
28.29	73.24
28.34	73.24
28.34699205	73.24
28.37	73.24
28.39842575	73.24
28.41	73.24
28.45	73.33914773
28.4695472	74.01
28.49	74.01
28.52009983	74.01
28.54	74.01
28.58	74.01
28.58832885	74.01
28.63383883	74.01
28.66	74.01
28.69468961	74.01
28.7	74.01
28.7	74.01
28.74	74.01
28.74387143	75.53
28.79	74.70841828
28.83	74.36833753
28.85087125	75.53
28.86	75.53
28.86	75.53
28.9	75.53
28.91803591	75.53
28.94	75.53
28.94	75.53
28.98889565	75.53
29.01837195	75.53
29.02	76.29
29.06	75.9460476
29.08576828	75.53
29.1	75.53
29.15845093	75.62891623
29.18763031	76.29
29.19	75.53
29.23	75.53
29.26057484	75.53
29.27	75.53
29.27	75.90084467
29.3002287	76.29
29.32	75.77178247
29.36609793	75.67323868
29.3884243	76.29
29.39110236	76.29
29.43	76.29
29.43	76.06411796
29.45426397	75.53
29.48	75.53
29.52	75.53
29.5301403	76.29
29.55	76.29
29.57769541	76.29
29.6	76.29
29.64	76.29
29.64	76.29
29.65187132	76.29
29.68	76.90992432
29.72	77.06
29.75271688	77.06
29.77	77.06
29.8	77.06
29.81352471	77.06
29.84	77.06
29.87873385	77.06
29.88	77.06
29.88	77.06
29.93317239	77.06
29.96	77.06
29.9671329	77.06
30	77.06
30.00154941	77.06
30.06	77.06
30.1	77.06
30.12280159	77.06
30.13	77.06
30.17	77.35692993
30.2062542	77.82
30.21	77.82
30.25858829	77.82
30.26	77.82
30.30009644	77.82
30.32842897	77.82
30.33101576	77.82
30.37	77.82
30.39180332	77.82
30.41	77.82
30.45552851	77.82
30.48843406	77.82
30.49	77.82
30.54	77.82
30.55549254	77.82
30.58	77.82
30.58	77.82
30.60401637	77.82
30.62	77.82
30.66313339	77.82
30.68928436	77.82
30.7	77.82
30.73005119	78.58
30.75	77.84010716
30.78	77.82
30.80506265	78.58
30.83	78.58
30.86	78.58
30.89695373	78.58
30.9	78.58
30.90305281	78.58
30.94	78.58
30.97422139	78.58
30.98	78.58
30.99955828	78.58
31.03	79.33000233
31.07	79.35
31.08965541	79.35
31.11	79.35
31.13177584	79.35
31.15	79.35
31.15	79.35
31.15899489	79.35
31.2	79.35
31.23689978	79.35
31.24	79.35
31.24	79.35
31.24	79.35
31.31	79.35
31.34023657	79.35
31.37465424	80.11
31.39	80.11
31.41358555	80.11
31.45	80.11
31.48	79.69071055
31.52	79.35
31.52925677	79.35
31.56	79.35
31.56127881	79.35
31.61	79.35
31.64	79.35
31.64924972	79.35
31.68	79.88643388
31.72	80.11
31.72	80.11
31.72	80.11
31.77	80.11
31.81	80.11
31.82973582	80.11
31.84	80.11
31.87259438	80.11
31.88	80.11
31.93	80.11
31.93270927	80.11
31.97	80.11
32	80.11
32.00128591	80.87
32.05	80.87
32.08778464	80.11
32.1	80.11
32.14	80.57259821
32.17	80.87
32.19609617	80.11
32.21	80.11
32.21	80.11
32.26	80.11
32.27128685	80.11
32.3	80.11
32.32494903	80.87
32.35993523	80.87
32.37	80.87
32.37	80.87
32.42	80.87
32.4500946	80.87
32.46	80.87
32.5	80.87
32.50313959	80.87
32.54	80.87
32.57685145	80.87
32.58901157	80.87
32.62	80.87
32.64621873	80.87
32.66	80.87
32.70226947	81.63
32.74618496	81.63
32.75691629	81.63
32.78	81.63
32.81887431	81.63
32.82	81.63
32.82161026	80.87
32.88	81.44480769
32.91	81.63
32.92544601	81.63
32.95	81.63
32.99	81.63
32.99	81.63
32.99949079	81.63
33.03	81.63
33.07329892	81.63
33.09927681	81.63
33.11	81.63
33.15	81.63
33.15	81.80937248
33.18242595	82.4
33.19	82.4
33.19381172	81.63
33.24	81.63
33.26631448	81.63
33.29465805	81.63
33.31	81.63
33.33401788	81.63
33.35	81.63
33.35896794	82.4
33.4	81.89492431
33.44	81.63
33.44928238	82.4
33.48	82.9772959
33.52	83.16
33.52	82.4
33.56	82.4
33.5841118	82.4
33.6	82.4
33.65208756	82.4
33.68	82.4
33.72	82.4
33.72311734	83.16
33.76	83.16
33.79694588	83.16
33.8	83.16
33.82331455	83.16
33.87164204	83.16
33.89	83.16
33.93	83.16
33.93	83.16
33.97	83.16
33.97	83.16
34.02	83.16
34.05	83.16
34.07168864	83.16
34.09	83.16
34.12890251	83.92
34.13	83.92
34.1339101	83.92
34.18	83.82166663
34.20243403	83.16
34.23448568	83.16
34.25	83.73682436
34.29	83.92
34.29	83.92
34.30555408	83.92
34.33	83.92
34.35693617	83.92
34.39896915	83.92
34.41	83.92
34.46	83.92
34.46503232	83.92
34.5	83.92
34.53774868	83.92
34.5584737	83.92
34.58	83.92
34.58	84.58601549
34.62608761	84.69
34.64115336	83.92
34.67	84.54505219
34.7	84.69
34.71268674	84.69
34.78203596	84.69
34.79	84.69
34.82	84.69
34.82126635	84.69
34.87	84.69
34.91	84.69
